month	price
2026-01-01	4.375210456799254
2026-02-01	4.019027397840972
2026-03-01	3.4527843423399287
2026-04-01	3.6108257571571105
2026-05-01	3.304847950767762
2026-06-01	3.0598734139156
2026-07-01	2.970480973168778
2026-08-01	3.2720071771300563
2026-09-01	3.407399084694813
2026-10-01	3.592970744512488
2026-11-01	4.1156640026522595
2026-12-01	4.6225024617875805
